; -----------
; File select
; -----------

[$0C:$CEDF] $7E:F000[2] = $0000 | Room $0000
[$0D:$DBFB] $7E:F362[2] = $01D3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01D2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01D1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01D0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01CF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01CE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01CD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01CC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01CB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01CA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01C0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01BF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01BE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01BD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01BC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01BB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01BA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01B0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01AF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01AE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01AD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01AC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01AB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01AA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $01A0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $019F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $019E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $019D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $019C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $019B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $019A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0199 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0198 | Rupees (actual)
[$09:$863C] $7E:F356[1] = $01   | Flippers
[$09:$8656] $7E:F379[1] = $FE   | Ability Flags
[$0D:$DBFB] $7E:F362[2] = $0197 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0196 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0195 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0194 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0193 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0192 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0191 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0190 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $018F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $018E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $018D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $018C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $018B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $018A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0189 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0188 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0187 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0186 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0185 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0184 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0183 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0182 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0181 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0180 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $017F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $017E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $017D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $017C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $017B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $017A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0179 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0178 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0177 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0176 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0175 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0174 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0173 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0172 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0171 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0170 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $016F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $016E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $016D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $016C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $016B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $016A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0169 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0168 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0167 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0166 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0165 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0164 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0163 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0162 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0161 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0160 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $015F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $015E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $015D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $015C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $015B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $015A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0159 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0158 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0157 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0156 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0155 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0154 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0153 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0152 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0151 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0150 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $014F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $014E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $014D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $014C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $014B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $014A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0149 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0148 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0147 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0146 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0145 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0144 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0143 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0142 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0141 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0140 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $013A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0139 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0138 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0137 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0136 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0135 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0134 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0133 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0132 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0131 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0130 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $012A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0129 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0128 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0127 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0126 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0125 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0124 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0123 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0122 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0121 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0120 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $011A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0119 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0118 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0117 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0116 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0115 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0114 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0113 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0112 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0111 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0110 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $010A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0109 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0108 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0107 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0106 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0105 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0104 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0103 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0102 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0101 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0100 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00FA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00F0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00ED | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00EA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00E0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00DA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00D0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00CA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00C0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00BA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00B0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AF | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AE | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AD | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AC | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AB | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00AA | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A9 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A8 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A7 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A6 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A5 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A4 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A3 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A2 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A1 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $00A0 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $009A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0099 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0098 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0097 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0096 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0095 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0094 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0093 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0092 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0091 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0090 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $008A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0089 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0088 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0087 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0086 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0085 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0084 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0083 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0082 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0081 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0080 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $007A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0079 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0078 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0077 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0076 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0075 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0074 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0073 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0072 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0071 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0070 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006F | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006E | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006D | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006C | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006B | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $006A | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0069 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0068 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0067 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0066 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0065 | Rupees (actual)
[$0D:$DBFB] $7E:F362[2] = $0064 | Rupees (actual)
[$02:$B166] $7E:F3CA[1] = $40   | LW/DW
[$0D:$FA8C] $7E:F36F[1] = $00   | Keys
[$02:$B82E] $7E:F01C[2] = $0001 | Room $000E
[$07:$B0B5] $7E:F36E[1] = $70   | Magic Power
[$02:$B82E] $7E:F01C[2] = $0003 | Room $000E
[$06:$D196] $7E:F36F[1] = $01   | Keys
[$07:$B0B5] $7E:F36E[1] = $60   | Magic Power
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F01C[2] = $8403 | Room $000E
[$02:$B82E] $7E:F03C[2] = $0002 | Room $001E
[$02:$B82E] $7E:F03C[2] = $0003 | Room $001E
[$02:$B82E] $7E:F05C[2] = $0004 | Room $002E
[$02:$B82E] $7E:F03E[2] = $0002 | Room $001F
[$02:$B82E] $7E:F03C[2] = $0007 | Room $001E
[$09:$8137] $7E:F343[1] = $02   | Bombs
[$09:$8137] $7E:F343[1] = $01   | Bombs
[$07:$80FB] $7E:F36D[1] = $40   | Health (actual)
[$02:$B82E] $7E:F07C[2] = $0004 | Room $003E
[$06:$D1EF] $7E:F375[1] = $01   | Bomb filler
[$0D:$DC27] $7E:F375[1] = $00   | Bomb filler
[$0D:$DC3A] $7E:F343[1] = $02   | Bombs
[$09:$8137] $7E:F343[1] = $01   | Bombs
[$06:$D1C2] $7E:F372[1] = $08   | Hearts filler
[$0D:$DCD8] $7E:F36D[1] = $48   | Health (actual)
[$0D:$DCFF] $7E:F372[1] = $00   | Hearts filler
[$02:$B82E] $7E:F07C[2] = $0007 | Room $003E
[$07:$80FB] $7E:F36D[1] = $40   | Health (actual)
[$06:$D196] $7E:F36F[1] = $01   | Keys
[$01:$CF6B] $7E:F36F[2] = $0000 | Keys
[$02:$B89D] $7E:F07C[2] = $4407 | Room $003E
[$02:$B82E] $7E:F09C[2] = $0008 | Room $004E
[$09:$8137] $7E:F343[1] = $00   | Bombs
[$07:$80FB] $7E:F36D[1] = $38   | Health (actual)
